id,name,score,score2
7826,student_7826,88,90
7827,student_7827,74,52
7828,student_7828,81,93
7829,student_7829,90,79
7830,student_7830,74,73
7831,student_7831,98,95
7832,student_7832,63,71
7833,student_7833,72,89
7834,student_7834,55,69
7835,student_7835,56,81
7836,student_7836,96,54
7837,student_7837,81,64
7838,student_7838,65,73
7839,student_7839,91,87
7840,student_7840,52,60
7841,student_7841,57,51
7842,student_7842,85,83
7843,student_7843,60,70
7844,student_7844,77,87
7845,student_7845,89,88
7846,student_7846,64,99
7847,student_7847,69,88
7848,student_7848,51,91
7849,student_7849,51,68
7850,student_7850,99,81
7851,student_7851,100,81
7852,student_7852,94,65
7853,student_7853,88,84
7854,student_7854,81,84
7855,student_7855,93,50
7856,student_7856,59,81
7857,student_7857,50,55
7858,student_7858,82,57
7859,student_7859,58,65
7860,student_7860,71,85
7861,student_7861,64,58
7862,student_7862,84,94
7863,student_7863,97,70
7864,student_7864,86,90
7865,student_7865,93,75
7866,student_7866,66,65
7867,student_7867,81,84
7868,student_7868,77,61
7869,student_7869,59,62
7870,student_7870,86,55
7871,student_7871,99,54
7872,student_7872,53,56
7873,student_7873,74,86
7874,student_7874,68,71
7875,student_7875,82,95
7876,student_7876,64,65
7877,student_7877,91,84
7878,student_7878,63,74
7879,student_7879,91,61
7880,student_7880,84,59
7881,student_7881,77,87
7882,student_7882,80,85
7883,student_7883,63,52
7884,student_7884,82,65
7885,student_7885,98,66
7886,student_7886,72,68
7887,student_7887,66,93
7888,student_7888,78,98
7889,student_7889,83,58
7890,student_7890,57,69
7891,student_7891,57,63
7892,student_7892,91,67
7893,student_7893,78,76
7894,student_7894,82,84
7895,student_7895,88,74
7896,student_7896,69,90
7897,student_7897,73,100
7898,student_7898,65,94
7899,student_7899,85,72
7900,student_7900,54,78
7901,student_7901,79,74
7902,student_7902,71,90
7903,student_7903,66,85
7904,student_7904,89,96
7905,student_7905,56,100
7906,student_7906,60,57
7907,student_7907,90,83
7908,student_7908,60,84
7909,student_7909,60,72
7910,student_7910,82,65
7911,student_7911,77,63
7912,student_7912,60,65
7913,student_7913,63,97
7914,student_7914,53,96
7915,student_7915,94,74
7916,student_7916,56,56
7917,student_7917,83,62
7918,student_7918,89,91
7919,student_7919,96,56
7920,student_7920,58,93
7921,student_7921,53,72
7922,student_7922,79,99
7923,student_7923,90,99
7924,student_7924,95,80
7925,student_7925,93,91
7926,student_7926,71,89
7927,student_7927,90,63
7928,student_7928,60,99
7929,student_7929,85,55
7930,student_7930,69,76
7931,student_7931,89,96
7932,student_7932,92,54
7933,student_7933,50,88
7934,student_7934,74,62
7935,student_7935,50,94
7936,student_7936,64,72
7937,student_7937,70,89
7938,student_7938,56,64
7939,student_7939,51,74
7940,student_7940,71,87
7941,student_7941,72,100
7942,student_7942,62,71
7943,student_7943,76,95
7944,student_7944,82,99
7945,student_7945,63,65
7946,student_7946,57,95
7947,student_7947,64,64
7948,student_7948,59,92
7949,student_7949,77,85
7950,student_7950,82,96
7951,student_7951,77,79
7952,student_7952,63,58
7953,student_7953,83,59
7954,student_7954,63,85
7955,student_7955,61,62
7956,student_7956,63,99
7957,student_7957,89,83
7958,student_7958,66,100
7959,student_7959,66,63
7960,student_7960,83,78
7961,student_7961,76,92
7962,student_7962,69,60
7963,student_7963,87,51
7964,student_7964,55,78
7965,student_7965,51,74
7966,student_7966,88,54
7967,student_7967,68,79
7968,student_7968,79,99
7969,student_7969,86,63
7970,student_7970,87,97
7971,student_7971,77,100
7972,student_7972,57,89
7973,student_7973,70,72
7974,student_7974,74,69
7975,student_7975,66,55
7976,student_7976,93,98
7977,student_7977,64,93
7978,student_7978,91,59
7979,student_7979,88,55
7980,student_7980,77,59
7981,student_7981,99,68
7982,student_7982,88,68
7983,student_7983,84,70
7984,student_7984,82,61
7985,student_7985,77,77
7986,student_7986,100,83
7987,student_7987,78,84
7988,student_7988,83,61
7989,student_7989,71,66
7990,student_7990,67,67
7991,student_7991,90,95
7992,student_7992,52,77
7993,student_7993,89,64
7994,student_7994,67,67
7995,student_7995,52,51
7996,student_7996,96,60
7997,student_7997,95,97
7998,student_7998,100,72
7999,student_7999,59,64
8000,student_8000,53,54
8001,student_8001,88,82
8002,student_8002,98,76
8003,student_8003,70,80
8004,student_8004,51,99
8005,student_8005,62,53
8006,student_8006,100,61
8007,student_8007,94,99
8008,student_8008,52,95
8009,student_8009,80,64
8010,student_8010,96,72
8011,student_8011,93,79
8012,student_8012,93,58
8013,student_8013,69,60
8014,student_8014,61,68
8015,student_8015,65,93
8016,student_8016,78,65
8017,student_8017,91,62
8018,student_8018,92,88
8019,student_8019,68,85
8020,student_8020,73,84
8021,student_8021,99,89
8022,student_8022,87,60
8023,student_8023,69,87
8024,student_8024,74,72
8025,student_8025,76,83
8026,student_8026,76,79
8027,student_8027,93,84
8028,student_8028,89,97
8029,student_8029,68,50
8030,student_8030,72,74
8031,student_8031,53,99
8032,student_8032,94,51
8033,student_8033,63,81
8034,student_8034,51,85
8035,student_8035,72,83
8036,student_8036,54,70
8037,student_8037,70,90
8038,student_8038,97,85
8039,student_8039,87,95
8040,student_8040,67,68
8041,student_8041,56,83
8042,student_8042,82,70
8043,student_8043,65,55
8044,student_8044,55,71
8045,student_8045,53,83
8046,student_8046,95,58
8047,student_8047,88,92
8048,student_8048,99,63
8049,student_8049,60,73
8050,student_8050,79,80
8051,student_8051,61,85
8052,student_8052,84,88
8053,student_8053,90,67
8054,student_8054,62,100
8055,student_8055,85,79
8056,student_8056,93,73
8057,student_8057,58,64
8058,student_8058,75,61
8059,student_8059,72,53
8060,student_8060,65,60
8061,student_8061,57,79
8062,student_8062,69,87
8063,student_8063,64,93
8064,student_8064,64,89
8065,student_8065,95,94
8066,student_8066,50,100
8067,student_8067,100,74
8068,student_8068,69,52
8069,student_8069,86,54
8070,student_8070,73,81
8071,student_8071,66,76
8072,student_8072,92,70
8073,student_8073,76,61
8074,student_8074,85,83
8075,student_8075,70,60
8076,student_8076,91,68
8077,student_8077,96,81
8078,student_8078,83,62
8079,student_8079,97,74
8080,student_8080,86,84
8081,student_8081,81,54
8082,student_8082,62,73
8083,student_8083,81,65
8084,student_8084,51,71
8085,student_8085,69,89
8086,student_8086,77,81
8087,student_8087,53,72
8088,student_8088,71,86
8089,student_8089,78,86
8090,student_8090,67,81
8091,student_8091,88,100
8092,student_8092,95,67
8093,student_8093,64,64
8094,student_8094,56,84
8095,student_8095,65,59
8096,student_8096,91,77
8097,student_8097,66,58
8098,student_8098,100,59
8099,student_8099,80,73
8100,student_8100,93,55
8101,student_8101,66,63
8102,student_8102,69,72
8103,student_8103,97,92
8104,student_8104,90,60
8105,student_8105,71,77
8106,student_8106,68,99
8107,student_8107,71,99
8108,student_8108,51,95
8109,student_8109,52,55
8110,student_8110,70,73
8111,student_8111,60,96
8112,student_8112,98,60
8113,student_8113,54,65
8114,student_8114,68,82
8115,student_8115,63,55
8116,student_8116,73,63
8117,student_8117,61,96
8118,student_8118,75,54
8119,student_8119,75,94
8120,student_8120,92,59
8121,student_8121,75,54
8122,student_8122,98,82
8123,student_8123,96,90
8124,student_8124,53,70
8125,student_8125,77,83
8126,student_8126,50,99
8127,student_8127,67,66
8128,student_8128,61,71
8129,student_8129,99,56
8130,student_8130,96,57
8131,student_8131,59,80
8132,student_8132,65,52
8133,student_8133,72,63
8134,student_8134,65,71
8135,student_8135,76,100
8136,student_8136,87,59
8137,student_8137,76,54
8138,student_8138,74,89
8139,student_8139,79,84
8140,student_8140,92,86
8141,student_8141,52,85
8142,student_8142,86,87
8143,student_8143,60,60
8144,student_8144,80,70
8145,student_8145,95,97
8146,student_8146,85,63
8147,student_8147,81,92
8148,student_8148,96,62
8149,student_8149,89,52
8150,student_8150,61,90
8151,student_8151,66,86
8152,student_8152,52,93
8153,student_8153,54,75
8154,student_8154,55,62
8155,student_8155,76,95
8156,student_8156,62,65
8157,student_8157,84,79
8158,student_8158,50,65
8159,student_8159,67,66
8160,student_8160,56,56
8161,student_8161,86,79
8162,student_8162,88,60
8163,student_8163,76,97
8164,student_8164,98,81
8165,student_8165,70,64
8166,student_8166,69,63
8167,student_8167,96,97
8168,student_8168,84,81
8169,student_8169,80,87
8170,student_8170,73,93
8171,student_8171,83,84
8172,student_8172,76,69
8173,student_8173,53,90
8174,student_8174,78,80
8175,student_8175,89,78
8176,student_8176,90,64
8177,student_8177,96,53
8178,student_8178,65,87
8179,student_8179,97,92
8180,student_8180,87,72
8181,student_8181,60,53
8182,student_8182,78,63
8183,student_8183,90,57
8184,student_8184,81,70
8185,student_8185,83,89
8186,student_8186,69,87
8187,student_8187,57,90
8188,student_8188,57,92
8189,student_8189,58,81
8190,student_8190,65,95
8191,student_8191,70,71
8192,student_8192,50,52
8193,student_8193,55,94
8194,student_8194,56,98
8195,student_8195,75,58
8196,student_8196,84,84
8197,student_8197,66,70
8198,student_8198,82,99
8199,student_8199,54,77
8200,student_8200,87,74
8201,student_8201,75,56
8202,student_8202,56,62
8203,student_8203,72,87
8204,student_8204,82,53
8205,student_8205,62,66
8206,student_8206,68,96
8207,student_8207,78,76
8208,student_8208,90,97
8209,student_8209,79,68
8210,student_8210,68,59
8211,student_8211,67,87
8212,student_8212,62,79
8213,student_8213,89,81
8214,student_8214,74,84
8215,student_8215,83,69
8216,student_8216,85,61
8217,student_8217,51,51
8218,student_8218,78,73
8219,student_8219,86,76
8220,student_8220,53,52
8221,student_8221,50,81
8222,student_8222,55,90
8223,student_8223,66,74
8224,student_8224,91,89
8225,student_8225,58,55
8226,student_8226,86,78
8227,student_8227,71,58
8228,student_8228,90,90
8229,student_8229,75,80
8230,student_8230,96,98
8231,student_8231,84,97
8232,student_8232,67,56
8233,student_8233,93,85
8234,student_8234,85,99
8235,student_8235,92,66
8236,student_8236,71,75
8237,student_8237,75,98
8238,student_8238,98,61
8239,student_8239,64,93
8240,student_8240,80,99
8241,student_8241,82,51
8242,student_8242,77,58
8243,student_8243,90,64
8244,student_8244,70,77
8245,student_8245,91,68
8246,student_8246,65,90
8247,student_8247,99,66
8248,student_8248,86,63
8249,student_8249,82,51
8250,student_8250,96,62
8251,student_8251,99,63
8252,student_8252,51,70
8253,student_8253,50,81
8254,student_8254,64,66
8255,student_8255,74,99
8256,student_8256,71,76
8257,student_8257,84,83
8258,student_8258,81,70
8259,student_8259,65,62
8260,student_8260,73,88
8261,student_8261,56,72
8262,student_8262,88,75
8263,student_8263,68,81
8264,student_8264,66,74
8265,student_8265,90,86
8266,student_8266,86,72
8267,student_8267,57,96
8268,student_8268,83,77
8269,student_8269,77,63
8270,student_8270,87,66
8271,student_8271,92,88
8272,student_8272,99,86
8273,student_8273,59,79
8274,student_8274,77,99
8275,student_8275,77,71
8276,student_8276,52,84
8277,student_8277,91,97
8278,student_8278,67,89
8279,student_8279,53,52
8280,student_8280,98,88
8281,student_8281,66,65
8282,student_8282,75,94
8283,student_8283,68,62
8284,student_8284,60,84
8285,student_8285,63,55
8286,student_8286,86,93
8287,student_8287,52,78
8288,student_8288,75,76
8289,student_8289,76,93
8290,student_8290,88,99
8291,student_8291,87,62
8292,student_8292,67,85
8293,student_8293,86,57
8294,student_8294,57,70
8295,student_8295,98,75
8296,student_8296,97,69
8297,student_8297,69,51
8298,student_8298,79,54
8299,student_8299,63,51
8300,student_8300,82,57
8301,student_8301,79,91
8302,student_8302,54,70
8303,student_8303,79,83
8304,student_8304,52,78
8305,student_8305,74,78
8306,student_8306,69,53
8307,student_8307,76,85
8308,student_8308,78,67
8309,student_8309,58,97
8310,student_8310,89,69
8311,student_8311,94,75
8312,student_8312,61,76
8313,student_8313,73,64
8314,student_8314,90,76
8315,student_8315,88,78
8316,student_8316,83,68
8317,student_8317,78,99
8318,student_8318,89,95
8319,student_8319,82,84
8320,student_8320,74,98
8321,student_8321,61,62
8322,student_8322,84,74
8323,student_8323,96,53
8324,student_8324,97,77
8325,student_8325,97,75
8326,student_8326,63,99
8327,student_8327,54,63
8328,student_8328,58,59
8329,student_8329,95,52
8330,student_8330,86,56
8331,student_8331,84,92
8332,student_8332,77,93
8333,student_8333,92,85
8334,student_8334,87,61
8335,student_8335,97,78
8336,student_8336,53,75
8337,student_8337,62,83
8338,student_8338,50,78
8339,student_8339,75,95
8340,student_8340,59,81
8341,student_8341,91,58
8342,student_8342,69,94
8343,student_8343,75,77
8344,student_8344,55,95
8345,student_8345,97,71
8346,student_8346,74,99
8347,student_8347,86,52
8348,student_8348,98,89
8349,student_8349,99,80
8350,student_8350,54,87
8351,student_8351,51,51
8352,student_8352,79,55
8353,student_8353,97,66
8354,student_8354,99,76
8355,student_8355,80,77
8356,student_8356,91,88
8357,student_8357,79,55
8358,student_8358,87,80
8359,student_8359,82,50
8360,student_8360,90,77
8361,student_8361,60,77
8362,student_8362,79,53
8363,student_8363,81,57
8364,student_8364,92,54
8365,student_8365,86,51
8366,student_8366,97,76
8367,student_8367,77,54
8368,student_8368,60,69
8369,student_8369,98,80
8370,student_8370,65,64
8371,student_8371,53,93
8372,student_8372,53,65
8373,student_8373,95,74
8374,student_8374,65,62
8375,student_8375,92,82
8376,student_8376,85,67
8377,student_8377,60,56
8378,student_8378,76,93
8379,student_8379,54,85
8380,student_8380,97,55
8381,student_8381,53,100
8382,student_8382,74,69
8383,student_8383,87,62
8384,student_8384,92,97
8385,student_8385,63,58
8386,student_8386,62,80
8387,student_8387,61,89
8388,student_8388,57,52
8389,student_8389,54,51
8390,student_8390,54,58
8391,student_8391,87,55
8392,student_8392,92,69
8393,student_8393,95,92
8394,student_8394,98,94
8395,student_8395,52,55
8396,student_8396,98,88
8397,student_8397,70,62
8398,student_8398,76,63
8399,student_8399,61,92
8400,student_8400,76,91
8401,student_8401,87,60
8402,student_8402,100,82
8403,student_8403,79,57
8404,student_8404,60,83
8405,student_8405,60,88
8406,student_8406,88,52
8407,student_8407,82,62
8408,student_8408,53,96
8409,student_8409,89,57
8410,student_8410,57,50
8411,student_8411,89,50
8412,student_8412,52,87
8413,student_8413,89,77
8414,student_8414,71,88
8415,student_8415,55,86
8416,student_8416,84,81
8417,student_8417,95,95
8418,student_8418,67,60
8419,student_8419,66,90
8420,student_8420,79,84
8421,student_8421,55,63
8422,student_8422,60,76
8423,student_8423,60,88
8424,student_8424,63,53
8425,student_8425,53,62
8426,student_8426,67,92
8427,student_8427,71,84
8428,student_8428,63,52
8429,student_8429,66,54
8430,student_8430,99,74
8431,student_8431,71,57
8432,student_8432,67,91
8433,student_8433,66,95
8434,student_8434,54,92
8435,student_8435,63,90
8436,student_8436,56,51
8437,student_8437,71,61
8438,student_8438,87,92
8439,student_8439,68,63
8440,student_8440,83,87
8441,student_8441,83,83
8442,student_8442,70,100
8443,student_8443,69,79
8444,student_8444,88,50
8445,student_8445,52,78
8446,student_8446,85,61
8447,student_8447,91,51
8448,student_8448,61,80
8449,student_8449,67,89
8450,student_8450,78,58
8451,student_8451,71,75
8452,student_8452,77,64
8453,student_8453,92,92
8454,student_8454,69,91
8455,student_8455,62,95
8456,student_8456,60,63
8457,student_8457,63,83
8458,student_8458,59,98
8459,student_8459,56,54
8460,student_8460,74,58
8461,student_8461,79,50
8462,student_8462,65,59
8463,student_8463,97,69
8464,student_8464,63,72
8465,student_8465,51,67
8466,student_8466,94,63
8467,student_8467,66,69
8468,student_8468,76,77
8469,student_8469,92,85
8470,student_8470,86,97
8471,student_8471,66,66
8472,student_8472,92,58
8473,student_8473,100,97
8474,student_8474,93,66
8475,student_8475,72,53
8476,student_8476,76,95
8477,student_8477,93,97
8478,student_8478,91,92
8479,student_8479,50,96
8480,student_8480,99,58
8481,student_8481,99,92
8482,student_8482,95,96
8483,student_8483,97,84
8484,student_8484,65,68
8485,student_8485,88,54
8486,student_8486,66,53
8487,student_8487,66,70
8488,student_8488,96,62
8489,student_8489,97,73
8490,student_8490,85,64
8491,student_8491,79,61
8492,student_8492,81,93
8493,student_8493,53,86
8494,student_8494,59,81
8495,student_8495,96,82
8496,student_8496,79,59
8497,student_8497,63,72
8498,student_8498,75,59
8499,student_8499,90,83
8500,student_8500,100,95
8501,student_8501,89,93
8502,student_8502,67,100
8503,student_8503,89,56
8504,student_8504,66,83
8505,student_8505,72,54
8506,student_8506,57,97
8507,student_8507,72,50
8508,student_8508,97,97
8509,student_8509,71,66
8510,student_8510,59,74
8511,student_8511,72,85
8512,student_8512,67,74
8513,student_8513,90,66
8514,student_8514,70,53
8515,student_8515,59,51
8516,student_8516,99,85
8517,student_8517,94,66
8518,student_8518,55,63
8519,student_8519,51,51
8520,student_8520,86,52
8521,student_8521,88,53
8522,student_8522,72,95
8523,student_8523,54,80
8524,student_8524,58,76
8525,student_8525,83,99
8526,student_8526,65,89
8527,student_8527,64,55
8528,student_8528,65,97
8529,student_8529,51,90
8530,student_8530,93,51
8531,student_8531,78,76
8532,student_8532,97,81
8533,student_8533,89,69
8534,student_8534,64,69
8535,student_8535,55,73
8536,student_8536,60,54
8537,student_8537,96,74
8538,student_8538,73,56
8539,student_8539,80,50
8540,student_8540,77,64
8541,student_8541,89,99
8542,student_8542,83,72
8543,student_8543,73,83
8544,student_8544,59,88
8545,student_8545,88,77
8546,student_8546,56,63
8547,student_8547,70,62
8548,student_8548,84,69
8549,student_8549,55,57
8550,student_8550,84,95
8551,student_8551,52,66
8552,student_8552,59,72
8553,student_8553,58,76
8554,student_8554,62,87
8555,student_8555,64,63
8556,student_8556,76,51
8557,student_8557,69,95
8558,student_8558,86,89
8559,student_8559,73,60
8560,student_8560,61,67
8561,student_8561,94,83
8562,student_8562,84,72
8563,student_8563,65,61
8564,student_8564,92,92
8565,student_8565,92,93
8566,student_8566,98,63
8567,student_8567,75,73
8568,student_8568,87,86
8569,student_8569,63,78
8570,student_8570,69,99
8571,student_8571,99,79
8572,student_8572,77,74
8573,student_8573,60,70
8574,student_8574,90,65
8575,student_8575,64,54
8576,student_8576,97,87
8577,student_8577,85,63
8578,student_8578,54,54
8579,student_8579,64,94
8580,student_8580,93,75
8581,student_8581,83,58
8582,student_8582,95,54
8583,student_8583,93,59
8584,student_8584,64,64
8585,student_8585,62,68
8586,student_8586,77,66
8587,student_8587,60,80
8588,student_8588,76,88
8589,student_8589,85,99
8590,student_8590,61,55
8591,student_8591,91,68
8592,student_8592,55,81
8593,student_8593,84,59
8594,student_8594,64,81
8595,student_8595,94,82
8596,student_8596,96,80
8597,student_8597,84,78
8598,student_8598,64,81
8599,student_8599,50,62
8600,student_8600,96,52
8601,student_8601,52,88
8602,student_8602,95,74
8603,student_8603,90,98
8604,student_8604,84,100
8605,student_8605,60,56
8606,student_8606,98,86
8607,student_8607,86,90
8608,student_8608,52,98
8609,student_8609,63,50
8610,student_8610,63,86
8611,student_8611,73,74
8612,student_8612,94,59
8613,student_8613,70,76
8614,student_8614,69,53
8615,student_8615,85,73
8616,student_8616,92,80
8617,student_8617,61,99
8618,student_8618,79,100
8619,student_8619,54,72
8620,student_8620,56,53
8621,student_8621,97,87
8622,student_8622,98,50
8623,student_8623,85,100
8624,student_8624,92,84
8625,student_8625,84,67
8626,student_8626,60,56
8627,student_8627,64,82
8628,student_8628,54,89
8629,student_8629,99,91
8630,student_8630,57,52
8631,student_8631,86,92
8632,student_8632,97,76
8633,student_8633,100,64
8634,student_8634,83,96
8635,student_8635,74,69
8636,student_8636,77,71
8637,student_8637,56,54
8638,student_8638,56,58
8639,student_8639,50,57
8640,student_8640,62,69
8641,student_8641,72,73
8642,student_8642,78,54
8643,student_8643,91,64
8644,student_8644,65,77
8645,student_8645,100,87
8646,student_8646,90,80
8647,student_8647,69,83
8648,student_8648,76,92
8649,student_8649,69,59
8650,student_8650,51,71
8651,student_8651,54,82
8652,student_8652,91,72
8653,student_8653,62,69
8654,student_8654,56,75
8655,student_8655,63,57
8656,student_8656,99,66
8657,student_8657,57,53
8658,student_8658,97,67
8659,student_8659,60,67
8660,student_8660,67,58
8661,student_8661,96,71
8662,student_8662,50,77
8663,student_8663,83,52
8664,student_8664,92,53
8665,student_8665,73,87
8666,student_8666,83,78
8667,student_8667,53,52
8668,student_8668,59,81
8669,student_8669,79,63
8670,student_8670,65,57
8671,student_8671,57,83
8672,student_8672,85,86
8673,student_8673,75,70
8674,student_8674,87,79
8675,student_8675,91,66
8676,student_8676,91,90
8677,student_8677,71,80
8678,student_8678,92,51
8679,student_8679,80,57
8680,student_8680,78,69
8681,student_8681,86,89
8682,student_8682,72,86
8683,student_8683,86,85
8684,student_8684,78,64
8685,student_8685,80,78
8686,student_8686,81,72
8687,student_8687,59,91
8688,student_8688,90,87
8689,student_8689,88,91
8690,student_8690,88,76
8691,student_8691,72,85
8692,student_8692,82,67
8693,student_8693,72,88
8694,student_8694,75,69
8695,student_8695,68,54
8696,student_8696,96,90
8697,student_8697,95,54
8698,student_8698,78,88
8699,student_8699,95,71
8700,student_8700,56,82
8701,student_8701,53,95
8702,student_8702,55,53
8703,student_8703,67,64
8704,student_8704,59,72
8705,student_8705,65,57
8706,student_8706,96,57
8707,student_8707,99,84
8708,student_8708,72,58
8709,student_8709,69,56
8710,student_8710,68,56
8711,student_8711,84,72
8712,student_8712,73,80
8713,student_8713,65,76
8714,student_8714,81,69
8715,student_8715,61,59
8716,student_8716,87,93
8717,student_8717,61,58
8718,student_8718,57,97
8719,student_8719,67,92
8720,student_8720,62,98
8721,student_8721,86,81
8722,student_8722,70,63
8723,student_8723,86,95
8724,student_8724,95,68
8725,student_8725,78,61
8726,student_8726,80,56
8727,student_8727,84,50
8728,student_8728,90,87
8729,student_8729,93,82
8730,student_8730,73,84
8731,student_8731,89,73
8732,student_8732,79,64
8733,student_8733,51,82
8734,student_8734,59,60
8735,student_8735,65,82
8736,student_8736,65,68
8737,student_8737,50,100
8738,student_8738,78,55
8739,student_8739,66,94
8740,student_8740,92,55
8741,student_8741,67,88
8742,student_8742,52,70
8743,student_8743,65,76
8744,student_8744,87,69
8745,student_8745,78,86
8746,student_8746,59,92
8747,student_8747,63,97
8748,student_8748,58,81
8749,student_8749,92,54
8750,student_8750,98,66
8751,student_8751,62,70
8752,student_8752,71,72
8753,student_8753,65,91
8754,student_8754,96,83
8755,student_8755,84,98
8756,student_8756,64,65
8757,student_8757,99,87
8758,student_8758,64,53
8759,student_8759,83,93
8760,student_8760,99,90
8761,student_8761,81,57
8762,student_8762,54,52
8763,student_8763,60,84
8764,student_8764,79,96
8765,student_8765,72,99
8766,student_8766,56,69
8767,student_8767,97,52
8768,student_8768,56,74
8769,student_8769,100,58
8770,student_8770,69,88
8771,student_8771,67,70
8772,student_8772,75,60
8773,student_8773,91,91
8774,student_8774,66,94
8775,student_8775,57,92
8776,student_8776,64,83
8777,student_8777,78,73
8778,student_8778,88,87
8779,student_8779,64,55
8780,student_8780,58,91
8781,student_8781,59,52
8782,student_8782,75,74
8783,student_8783,57,63
8784,student_8784,96,77
8785,student_8785,82,68
8786,student_8786,80,72
8787,student_8787,84,69
8788,student_8788,95,55
8789,student_8789,95,73
8790,student_8790,66,91
8791,student_8791,86,57
8792,student_8792,69,86
8793,student_8793,63,78
8794,student_8794,54,74
8795,student_8795,74,51
8796,student_8796,78,56
8797,student_8797,52,79
8798,student_8798,84,60
8799,student_8799,80,62
8800,student_8800,82,98
8801,student_8801,60,96
8802,student_8802,77,72
8803,student_8803,50,62
8804,student_8804,85,80
8805,student_8805,76,58
8806,student_8806,60,64
8807,student_8807,52,92
8808,student_8808,92,65
8809,student_8809,71,98
8810,student_8810,76,80
8811,student_8811,82,97
8812,student_8812,74,53
8813,student_8813,57,95
8814,student_8814,73,98
8815,student_8815,99,53
8816,student_8816,59,68
8817,student_8817,79,99
8818,student_8818,76,50
8819,student_8819,68,69
8820,student_8820,99,63
8821,student_8821,87,85
8822,student_8822,98,79
8823,student_8823,85,87
8824,student_8824,72,95
8825,student_8825,89,93
8826,student_8826,81,80
8827,student_8827,99,93
8828,student_8828,60,66
8829,student_8829,82,72
8830,student_8830,70,82
8831,student_8831,71,58
8832,student_8832,58,97
8833,student_8833,67,100
8834,student_8834,78,100
8835,student_8835,63,97
8836,student_8836,96,69
8837,student_8837,66,79
8838,student_8838,55,60
8839,student_8839,53,90
8840,student_8840,96,61
8841,student_8841,61,50
8842,student_8842,83,83
8843,student_8843,53,65
8844,student_8844,58,81
8845,student_8845,62,96
8846,student_8846,86,69
8847,student_8847,56,91
8848,student_8848,78,62
8849,student_8849,82,92
8850,student_8850,52,50
8851,student_8851,74,62
8852,student_8852,98,99
8853,student_8853,53,79
8854,student_8854,76,97
8855,student_8855,72,96
8856,student_8856,59,94
8857,student_8857,92,61
8858,student_8858,55,50
8859,student_8859,65,70
8860,student_8860,85,89
8861,student_8861,58,100
8862,student_8862,98,94
8863,student_8863,79,66
8864,student_8864,83,55
8865,student_8865,77,93
8866,student_8866,79,53
8867,student_8867,97,68
8868,student_8868,57,90
8869,student_8869,50,74
8870,student_8870,90,86
8871,student_8871,83,88
8872,student_8872,51,74
8873,student_8873,70,88
8874,student_8874,90,69
8875,student_8875,58,71
8876,student_8876,93,66
8877,student_8877,64,78
8878,student_8878,72,61
8879,student_8879,53,51
8880,student_8880,71,93
8881,student_8881,52,68
8882,student_8882,81,99
8883,student_8883,91,88
8884,student_8884,51,83
8885,student_8885,64,96
8886,student_8886,57,66
8887,student_8887,69,72
8888,student_8888,96,68
8889,student_8889,77,69
8890,student_8890,91,99
8891,student_8891,55,98
8892,student_8892,50,70
8893,student_8893,86,95
8894,student_8894,90,91
8895,student_8895,54,96
8896,student_8896,63,98
8897,student_8897,87,50
8898,student_8898,62,57
8899,student_8899,89,69
8900,student_8900,84,67
8901,student_8901,57,75
8902,student_8902,76,79
8903,student_8903,75,81
8904,student_8904,76,66
8905,student_8905,100,84
8906,student_8906,89,80
8907,student_8907,51,98
8908,student_8908,58,88
8909,student_8909,70,99
8910,student_8910,89,93
8911,student_8911,83,92
8912,student_8912,50,86
8913,student_8913,90,66
8914,student_8914,69,70
8915,student_8915,65,59
8916,student_8916,54,56
8917,student_8917,57,81
8918,student_8918,76,77
8919,student_8919,52,98
8920,student_8920,78,71
8921,student_8921,71,62
8922,student_8922,95,100
8923,student_8923,68,63
8924,student_8924,58,93
8925,student_8925,63,92
8926,student_8926,92,79
8927,student_8927,69,98
8928,student_8928,98,85
8929,student_8929,72,61
8930,student_8930,96,69
8931,student_8931,80,53
8932,student_8932,72,85
8933,student_8933,74,99
8934,student_8934,60,62
8935,student_8935,75,95
8936,student_8936,95,66
8937,student_8937,92,82
8938,student_8938,66,70
8939,student_8939,75,97
8940,student_8940,77,100
8941,student_8941,96,64
8942,student_8942,87,99
8943,student_8943,55,85
8944,student_8944,55,66
8945,student_8945,56,90
8946,student_8946,70,72
8947,student_8947,67,92
8948,student_8948,62,51
8949,student_8949,63,83
8950,student_8950,57,69
8951,student_8951,82,55
8952,student_8952,72,76
8953,student_8953,84,52
8954,student_8954,50,77
8955,student_8955,97,68
8956,student_8956,73,93
8957,student_8957,75,74
8958,student_8958,70,82
8959,student_8959,73,54
8960,student_8960,87,87
8961,student_8961,70,73
8962,student_8962,67,70
8963,student_8963,69,50
8964,student_8964,52,93
8965,student_8965,96,95
8966,student_8966,67,85
8967,student_8967,93,69
8968,student_8968,87,67
8969,student_8969,62,52
8970,student_8970,80,88
8971,student_8971,94,73
8972,student_8972,99,57
8973,student_8973,62,92
8974,student_8974,99,100
8975,student_8975,61,58
8976,student_8976,77,64
8977,student_8977,51,52
8978,student_8978,97,63
8979,student_8979,56,55
8980,student_8980,86,59
8981,student_8981,54,68
8982,student_8982,99,96
8983,student_8983,67,63
8984,student_8984,51,71
8985,student_8985,53,57
8986,student_8986,58,82
8987,student_8987,55,94
8988,student_8988,73,77
8989,student_8989,74,55
8990,student_8990,92,52
